;X;Beam;src_fil;int_build;beam_pair;l2b_quality_flag1;PAI;cover;FHD;pai_z1;pai_z2;pai_z3;pai_z4;pai_z5;pai_z6;pai_z7;pai_z8;pavd_z1;pavd_z2;pavd_z3;pavd_z4;pavd_z5;pavd_z6;pavd_z7;pavd_z8;cover_z1;cover_z2;cover_z3;cover_z4;cover_z5;cover_z6;cover_z7;cover_z8;is_bajo
116;2946;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;2;58;1;1,365747213;0,494813919;2,635861158;1,365747213;1,002116203;0,386492163;0,016800059;0;0;0;0;0,072726205;0,097925507;0,098531611;0,038649216;0,001680006;0;0;0;0,494813919;0,394096971;0,175718382;0,008364842;0;0;0;0;0
117;2953;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;0;59;1;1,228338599;0,458890557;2,645379782;1,228338599;0,914153755;0,333789825;0,021818718;0;0;0;0;0,062836975;0,089454882;0,089233503;0,033378985;0,002181872;0;0;0;0,458890557;0,366856545;0,153709561;0,010850059;0;0;0;0;0
118;2954;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;2;59;1;1,307851434;0,479978323;2,66462636;1,307851434;1,015572786;0,507102191;0,015840426;0;0;0;0;0,058455732;0,080074929;0,099973239;0,05071022;0,001584043;0;0;0;0,479978323;0,398159623;0,22395578;0,007888926;0;0;0;0;0
119;3043;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;0;60;1;1,497162104;0,526936352;2,698482037;1,497162104;1,105807066;0,443939269;0,052234661;0;0;0;0;0,078271009;0,105322279;0,105357237;0,044393927;0,005223466;0;0;0;0,526936352;0,424706697;0,199057087;0,025779171;0;0;0;0;0
120;3044;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;2;60;1;1,836733103;0,600793779;2,697182655;1,836733103;1,589769363;0,792594969;0,134571925;0;0;0;0;0,049392741;0,104413807;0,145519748;0,0792595;0,013457193;0;0;0;0,600793779;0,548337877;0,32718426;0,065071866;0;0;0;0;0
121;3045;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;2;61;1;6,998366833;0,969646394;2,960680962;6,998366833;4,658979416;2,282239914;1,319752336;0,425690711;0,000953672;0;0;0,467877448;0,471612692;0,333922744;0,185654923;0,131879866;0,042569071;9,53672E-05;0;0,969646394;0,902551711;0,680490851;0,483063042;0,191715866;0,000476722;0;0;0
122;3047;BEAM1011;GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5;0;61;1;2,053492308;0,641787767;2,659610987;2,053492308;1,660334706;0,725448668;0,05215048;0;0;0;0;0,078631528;0,132804364;0,160818428;0,072544865;0,005215048;0;0;0;0,641787767;0,563992918;0,304213911;0,025738167;0;0;0;0;0
123;4233;BEAM0101;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;0;62;1;1,197647691;0,450528562;2,733887911;1,197647691;0,919555426;0,386362523;0,038327798;0;0;0;0;0,055618443;0,081128508;0,088122763;0,038636252;0,00383278;0;0;0;0,450528562;0,36856705;0,175665587;0,018981418;0;0;0;0;0
124;4234;BEAM0101;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;2;62;1;1,06596148;0,413135409;2,694487572;1,06596148;0,822315574;0,366733789;0,023513295;0;0;0;0;0,048729185;0,069922775;0,07988023;0,036673378;0,002351329;0;0;0;0,413135409;0,337110281;0,167535618;0,0116878;0;0;0;0;0
125;4895;BEAM1000;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;2;63;1;1,230102897;0,459357649;2,639434814;1,230102897;0,89161855;0,342409611;0,015042472;0;0;0;0;0,067696877;0,088769332;0,087657608;0,034240961;0,001504247;0;0;0;0,459357649;0,359676987;0,157348007;0,007493016;0;0;0;0;0
126;4897;BEAM1000;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;0;63;1;1,406826377;0,505070508;2,630873442;1,406826377;1,140361905;0,570302844;0,021219036;0;0;0;0;0,053292882;0,083652347;0,111914285;0,057030283;0,002121903;0;0;0;0,505070508;0,434551001;0,248091832;0,010553422;0;0;0;0;0
127;5203;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;0;64;1;1,093443632;0,421131283;2,533460379;1,093443632;0,867786765;0,251155585;0,001222538;0;0;0;0;0,045131374;0,084228806;0,086656421;0,025115557;0,000122254;0;0;0;0,421131283;0,352002084;0,118011147;0,000611082;0;0;0;0;0
128;5204;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;2;64;1;1,324982762;0,484401345;2,55997777;1,324982762;0,942345262;0,31253311;0,000359874;0;0;0;0;0,076527514;0,101244971;0,09419854;0,031253312;3,59874E-05;0;0;0;0,484401345;0,375711113;0,144666269;0,000179921;0;0;0;0;0
129;5224;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;2;65;1;1,557696581;0,541022837;2,544096708;1,557696581;1,188202739;0,366986632;0,002605941;0;0;0;0;0,073898777;0,119070999;0,118559681;0,036698665;0,000260594;0;0;0;0,541022837;0,447913527;0,167639077;0,001302122;0;0;0;0;0
130;5226;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;0;65;1;1,081658483;0,417710751;2,504371643;1,081658483;0,780847371;0,233130962;0;0;0;0;0;0,060162216;0,084852748;0,078084737;0,023313096;0;0;0;0;0,417710751;0,32321614;0,11002671;0;0;0;0;0;0
131;5227;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;2;66;1;1,367929816;0,495352596;2,587701321;1,367929816;1,072767973;0,448052138;0,005401894;0;0;0;0;0,059032355;0,091987766;0,106736615;0,044805214;0,000540189;0;0;0;0,495352596;0,415117025;0,200700641;0,002697302;0;0;0;0;0
132;5229;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;0;66;1;1,419863105;0,508284926;2,569652796;1,419863105;0,940966606;0,279229194;0,003015123;0;0;0;0;0,095779292;0,11406339;0,093795151;0,027922919;0,000301512;0;0;0;0,508284926;0,375280708;0,130304575;0,001506425;0;0;0;0;0
133;5320;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;0;67;1;1,102564096;0,423764586;2,437656164;1,102564096;0,772507429;0,131711319;0;0;0;0;0;0,066011325;0,097085275;0,077250741;0,013171132;0;0;0;0;0,423764586;0,320388407;0,063733518;0;0;0;0;0;0
134;5322;BEAM1011;GEDI02_B_2019176185135_O03027_T02454_02_001_01.h5;2;67;1;1,063427925;0,412379652;2,550542593;1,063427925;0,767107546;0,204780936;0,003010336;0;0;0;0;0,059264064;0,085864693;0,076409727;0,020478094;0,000301034;0;0;0;0,412379652;0,318551213;0,097321838;0,001504036;0;0;0;0;0
