"";"X";"Beam";"src_fil";"int_build";"beam_pair";"l2b_quality_flag1";"PAI";"cover";"FHD";"pai_z1";"pai_z2";"pai_z3";"pai_z4";"pai_z5";"pai_z6";"pai_z7";"pai_z8";"pavd_z1";"pavd_z2";"pavd_z3";"pavd_z4";"pavd_z5";"pavd_z6";"pavd_z7";"pavd_z8";"cover_z1";"cover_z2";"cover_z3";"cover_z4";"cover_z5";"cover_z6";"cover_z7";"cover_z8";"is_bajo"
"628";628;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;26;1;1,6859313249588;0,569495558738708;2,71428346633911;1,6859313249588;1,09374368190765;0,539137005805969;0,031631626188755;0;0;0;0;0,118437528610229;0,114679433405399;0,106211207807064;0,053913701325655;0,0031631626188755;0;0;0;0,569495558738708;0,421205908060074;0,236280381679535;0,0156913567334414;0;0;0;0;0
"629";629;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;26;1;1,4055849313736;0,504744589328766;2,64592027664185;1,4055849313736;1,05166041851044;0,433130323886871;0,0197440572082996;0;0;0;0;0,0707848891615868;0,0972454622387886;0,103191643953323;0,0433130338788033;0,00197440572082996;0;0;0;0,504744589328766;0,408901214599609;0,194712832570076;0,0098234424367547;0;0;0;0;0
"630";630;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;27;1;1,48016393184662;0,52286571264267;2,62602066993713;1,48016393184662;1,07737612724304;0,388149827718735;0,00993897207081318;0;0;0;0;0,0805575624108315;0,109201408922672;0,106743715703487;0,0388149805366993;0,000993897207081318;0;0;0;0,52286571264267;0,416450947523117;0,176397994160652;0,00495715392753482;0;0;0;0;0
"631";631;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;27;1;1,71246695518494;0,575167000293732;2,65101003646851;1,71246695518494;1,35296487808228;0,617441236972809;0,0194115191698074;0;0;0;0;0,0719004049897194;0,109502568840981;0,133355334401131;0,0617441236972809;0,00194115191698074;0;0;0;0,575167000293732;0,491546154022217;0,265600472688675;0,00965879485011101;0;0;0;0;0
"632";632;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;2,03134775161743;0,637747168540955;2,50413179397583;2,03134775161743;1,36758613586426;0,316819846630096;0;0;0;0;0;0,132752314209938;0,171452790498734;0,136758610606194;0,0316819846630096;0;0;0;0;0,637747168540955;0,495248436927795;0,146496206521988;0;0;0;0;0;0
"633";633;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,29301476478577;0,476079612970352;2,43317222595215;1,29301476478577;0,958739638328552;0,221519976854324;0;0;0;0;0;0,0668550133705139;0,107149474322796;0,0958739668130875;0,0221519973129034;0;0;0;0;0,476079612970352;0,380797147750854;0,104844436049461;0;0;0;0;0;0
"634";634;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,62568426132202;0,556335926055908;2,46911549568176;1,62568426132202;1,08662045001984;0,232196688652039;0;0;0;0;0;0,107812769711018;0,139348760247231;0,1086620464921;0,0232196692377329;0;0;0;0;0,556335926055908;0,419141322374344;0,109610162675381;0;0;0;0;0;0
"635";635;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,49525594711304;0,526451289653778;2,63276815414429;1,49525594711304;1,07359886169434;0,381814330816269;0,0198296792805195;0;0;0;0;0,0843314230442047;0,111344166100025;0,105376921594143;0,0381814315915108;0,00198296783491969;0;0;0;0,526451289653778;0,415348082780838;0,173785090446472;0,0098658325150609;0;0;0;0;0
"636";636;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,55788886547089;0,541045546531677;2,6996488571167;1,55788886547089;1,19452047348022;0,537889957427979;0,0332323350012302;0;0;0;0;0,0726736858487129;0,101999893784523;0,11612880975008;0,0537889935076237;0,0033232334535569;0;0;0;0,541045546531677;0,449640333652496;0,235804080963135;0,0164788328111172;0;0;0;0;0
"637";637;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"638";638;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;2,16728663444519;0,661536276340485;2,50309586524963;2,16728663444519;1,52930796146393;0,368401110172272;0;0;0;0;0;0,127595752477646;0,179888561367989;0,152930796146393;0,0368401110172272;0;0;0;0;0,661536276340485;0,534442543983459;0,168225765228271;0;0;0;0;0;0
"639";639;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"640";640;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"641";641;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"642";642;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"643";643;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;0,994812190532684;0,391862720251083;1,93784391880035;0,994812190532684;0,31077766418457;0;0;0;0;0;0;0,136806890368462;0,0994812175631523;0,0310777667909861;0;0;0;0;0;0,391862720251083;0,143913954496384;0;0;0;0;0;0;1
"644";644;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"645";645;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"646";646;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"647";647;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"648";648;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"649";649;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"650";650;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"651";651;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"652";652;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"653";653;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"654";654;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"655";655;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"656";656;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"657";657;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"658";658;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"659";659;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"660";660;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"661";661;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"662";662;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"663";663;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"664";664;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"665";665;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"666";666;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"667";667;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"668";668;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"669";669;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"670";670;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"671";671;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"672";672;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"673";673;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"674";674;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"675";675;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"676";676;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"677";677;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"678";678;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;28;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"679";679;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;28;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"680";680;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"681";681;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"682";682;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"683";683;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"684";684;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"685";685;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"686";686;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"687";687;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"688";688;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"689";689;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;1,18936061859131;0,448219031095505;2,14639782905579;1,18936061859131;0,556750118732452;0;0;0;0;0;0;0,126522108912468;0,118936069309711;0,0556750111281872;0;0;0;0;0;0,448219031095505;0,242975860834122;0;0;0;0;0;0;1
"690";690;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;1,07080316543579;0,414530456066132;2,17321920394897;1,07080316543579;0,490975886583328;0;0;0;0;0;0;0,115965463221073;0,107080318033695;0,0490975864231586;0;0;0;0;0;0,414530456066132;0,217668309807777;0;0;0;0;0;0;1
"691";691;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"692";692;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;1,43084979057312;0,510959267616272;2,48465394973755;1,43084979057312;0,825922071933746;0,189290285110474;0;0;0;0;0;0,12098553776741;0,124155946075916;0,0825922042131424;0,0189290288835764;0;0;0;0;0,510959267616272;0,338289141654968;0,0903028398752213;0;0;0;0;0;0
"693";693;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"694";694;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;1,45011103153229;0,515644729137421;2,28750848770142;1,45011103153229;0,709060490131378;0,0304435845464468;0;0;0;0;0;0,148210108280182;0,141966745257378;0,0709060505032539;0,00304435845464468;0;0;0;0;0,515644729137421;0,298479676246643;0,0151064861565828;0;0;0;0;0;0
"695";695;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,28510010242462;0,474002838134766;2,393141746521;1,28510010242462;0,871862590312958;0,130227968096733;0;0;0;0;0;0,0826474875211716;0,115487210452557;0,087186262011528;0,0130227971822023;0;0;0;0;0,474002838134766;0,353312849998474;0,063038632273674;0;0;0;0;0;0
"696";696;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,10185241699219;0,423547238111496;2,38463187217712;1,10185241699219;0,691722273826599;0,0877721086144447;0;0;0;0;0;0,0820260420441628;0,101408034563065;0,0691722258925438;0,00877721048891544;0;0;0;0;0,423547238111496;0,292372584342957;0,0429366677999496;0;0;0;0;0;0
"697";697;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,01877558231354;0,399104088544846;2,2108952999115;1,01877558231354;0,492756724357605;0,00570910703390837;0;0;0;0;0;0,10520376265049;0,101306647062302;0,0492756739258766;0,000570910691749305;0;0;0;0;0,399104088544846;0,218364536762238;0,00285048177465796;0;0;0;0;0;0
"698";698;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,34757018089294;0,490173280239105;2,34153962135315;1,34757018089294;0,780036091804504;0,0733998715877533;0;0;0;0;0;0,113506823778152;0,127417027950287;0,0780036076903343;0,0073399874381721;0;0;0;0;0,490173280239105;0,322934746742249;0,0360344275832176;0;0;0;0;0;0
"699";699;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,31255090236664;0,481170773506165;2,41421031951904;1,31255090236664;0,756117105484009;0,141784071922302;0;0;0;0;0;0,111286751925945;0,117076680064201;0,0756117105484009;0,0141784073784947;0;0;0;0;0,481170773506165;0,314790099859238;0,0684366971254349;0;0;0;0;0;0
"700";700;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,26488935947418;0,468662172555923;2,26922154426575;1,26488935947418;0,707301437854767;0,0313314124941826;0;0;0;0;0;0,111517578363419;0,12335579097271;0,0707301497459412;0,00313314120285213;0;0;0;0;0,468662172555923;0,297862499952316;0,0155435940250754;0;0;0;0;0;0
"701";701;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,26592600345612;0,468937426805496;2,06105971336365;1,26592600345612;0,458870381116867;0;0;0;0;0;0;0,161411136388779;0,126592606306076;0,0458870381116867;0;0;0;0;0;0,468937426805496;0,205009594559669;0;0;0;0;0;0;1
"702";702;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,21924471855164;0,456400126218796;2,0130295753479;1,21924471855164;0,414006054401398;0;0;0;0;0;0;0,161047741770744;0,121924474835396;0,0414006039500237;0;0;0;0;0;0,456400126218796;0,18697626888752;0;0;0;0;0;0;1
"703";703;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"704";704;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,141960978508;0,434989422559738;1,92791438102722;1,141960978508;0,384205609560013;0;0;0;0;0;0;0,151551067829132;0,114196099340916;0,0384205617010593;0;0;0;0;0;0,434989422559738;0,174772292375565;0;0;0;0;0;0;1
"705";705;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,20457231998444;0,452398657798767;2,06984734535217;1,20457231998444;0,470477432012558;0;0;0;0;0;0;0,146818980574608;0,120457231998444;0,0470477417111397;0;0;0;0;0;0,452398657798767;0,209609553217888;0;0;0;0;0;0;1
"706";706;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,57564544677734;0,545100569725037;2,27295088768005;1,57564544677734;0,731257379055023;0,0490587614476681;0;0;0;0;0;0,168877616524696;0,152658671140671;0,0731257349252701;0,00490587623789907;0;0;0;0;0,545100569725037;0,30622124671936;0,0242308769375086;0;0;0;0;0;0
"707";707;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;0,617213010787964;0,265516668558121;2,28957295417786;0,617213010787964;0,283401250839233;0,0201363135129213;0;0;0;0;0;0,0667623430490494;0,0597076676785946;0,0283401254564524;0,00201363139785826;0;0;0;0;0,265516668558121;0,132115766406059;0,0100176250562072;0;0;0;0;0;0
"708";708;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,71492636203766;0,575688898563385;2,17053890228271;1,71492636203766;0,874916791915894;0,0120732327923179;0;0;0;0;0;0,168001919984818;0,170285314321518;0,0874916836619377;0,00120732327923179;0;0;0;0;0,575688898563385;0,354299455881119;0,00601842626929283;0;0;0;0;0;1
"709";709;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,37779247760773;0,497816830873489;2,38184070587158;1,37779247760773;0,753709495067596;0,124554015696049;0;0;0;0;0;0,124816603958607;0,125323846936226;0,0753709524869919;0,0124554019421339;0;0;0;0;0,497816830873489;0,313964873552322;0,0603767819702625;0;0;0;0;0;0
"710";710;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;29;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"711";711;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;2,28489208221436;0,680851519107819;2,53603935241699;2,28489208221436;1,72621142864227;0,51676070690155;0;0;0;0;0;0,111736118793488;0,176813125610352;0,17262114584446;0,0516760721802711;0;0;0;0;0,680851519107819;0,578075170516968;0,227688729763031;0;0;0;0;0;0
"712";712;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,6539226770401;0,562553346157074;2,48476672172546;1,6539226770401;1,2295081615448;0,357581496238708;0;0;0;0;0;0,0848828926682472;0,129634112119675;0,122950822114944;0,0357581488788128;0;0;0;0;0,562553346157074;0,459181755781174;0,163714155554771;0;0;0;0;0;0
"713";713;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;29;1;1,5896862745285;0,548281610012054;2,58491611480713;1,5896862745285;1,09685337543488;0,420790612697601;0;0;0;0;0;0,0985665693879128;0,11688956618309;0,109685339033604;0,0420790612697601;0;0;0;0;0,548281610012054;0,422104924917221;0,189729377627373;0;0;0;0;0;0
"714";714;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,36850357055664;0,495479822158813;2,14969372749329;1,36850357055664;0,619257211685181;0,0113239772617817;0;0;0;0;0;0,149849265813828;0,135717958211899;0,0619257241487503;0,00113239767961204;0;0;0;0;0,495479822158813;0,266266912221909;0,00564598431810737;0;0;0;0;0;1
"715";715;"BEAM0011";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,33110976219177;0,485961377620697;2,30154800415039;1,33110976219177;0,646656036376953;0,0761174783110619;0;0;0;0;0;0,136890739202499;0,125499218702316;0,0646656081080437;0,00761174783110619;0;0;0;0;0,485961377620697;0,276248782873154;0,0373433604836464;0;0;0;0;0;0
